# LAMMPS data file written by OVITO Basic 3.7.11
128 atoms
3 atom types
0.0 13.3791944929 xlo xhi
0.0 13.3791885051 ylo yhi
0.0 13.3791893613 zlo zhi
0.0 0.0 0.0 xy xz yz

Masses

1 26.981538  # Al
2 44.95591  # Sc
3 63.546  # Cu

Atoms  # atomic
72 2 5.0172076021 5.0172037233 11.7067841553
73 2 8.3620048588 5.0172062782 11.7067823857
74 2 8.3620045552 1.6723962264 11.706780047
75 2 8.3620021541 1.6723924233 8.3619802298
76 2 8.362002206 5.0172070638 8.3619862149
77 2 11.7067981182 5.0172075499 8.3619807168
78 2 11.7067948168 1.6723960841 8.3619834745
79 2 11.7068003558 1.6723888753 11.7067870532
80 2 11.7067931424 5.0172043667 11.7067806961
81 2 1.6723818901 11.7067920851 11.7067859872
82 2 1.6723844972 8.3619925983 11.7067809064
83 2 1.6723795303 8.3619881115 8.3619839937
84 2 1.6723890122 11.7067878981 8.3619931057
85 2 5.0172078395 11.7067910978 8.3619893485
86 2 5.0172108353 8.3619889815 8.3619874173
87 2 5.0172093609 8.3619923152 11.7067824783
88 2 5.0172036439 11.7067856601 11.7067761081
89 2 8.3620046572 11.7067831585 11.7067783824
90 2 8.3620013923 8.3619895541 11.7067823483
91 2 8.3620016184 8.3619880356 8.3619862261
92 2 8.3620005262 11.7067882569 8.3619860106
93 2 11.7067955871 11.7067854538 8.3619912851
94 2 11.7067995993 8.3619858668 8.3619826555
95 2 11.7067969962 8.3619916092 11.7067790851
96 2 11.7068020334 11.7067902604 11.7067867247
97 3 3.410928654e-07 -4.9678913817e-07 13.3791892824
98 3 13.3791945618 3.3447972518 3.3447977697
99 3 3.3447999646 13.3791876728 3.3447972333
100 3 3.3447997522 3.3447973782 13.3791890241
101 3 6.6895973687 -2.6205320057e-07 13.3791893027
102 3 6.689597567 3.3447969514 3.3447970751
103 3 10.0343954641 6.4456209078e-08 3.3447984336
104 3 10.0343956542 3.3447970211 13.3791886598
105 3 1.2002269505e-06 6.6895933828 13.3791891751
106 3 1.2510195448e-06 10.0343909011 3.344797657
107 3 3.3447992949 6.689594623 3.3447967113
108 3 3.3447997471 10.0343907055 7.3601751446e-07
109 3 6.6895973132 6.6895937719 4.1764311742e-07
110 3 6.6895975284 10.0343912875 3.3447969362
111 3 10.0343962434 6.6895940897 3.3447972525
112 3 10.0343959676 10.0343911883 4.8112952098e-07
113 3 13.3791938309 1.0134814975e-07 6.6895950549
114 3 13.3791943301 3.344796912 10.0343917542
115 3 3.3447990627 -5.7035200643e-08 10.0343919707
116 3 3.3447989907 3.3447968463 6.6895947527
117 3 6.6895980858 1.0158355809e-07 6.6895943324
118 3 6.6895980074 3.3447965007 10.0343924593
119 3 10.0343960261 5.066355152e-07 10.0343912888
120 3 10.0343963419 3.3447960375 6.6895952311
121 3 13.3791947963 6.6895937912 6.6895944637
122 3 9.7440234198e-07 10.0343908344 10.0343917655
123 3 3.3447988903 6.6895933998 10.0343927077
124 3 3.3447991544 10.0343911173 6.6895938869
125 3 6.6895976355 6.6895935974 6.689594227
126 3 6.6895979251 10.0343912712 10.0343924422
127 3 10.0343966723 6.6895925666 10.0343922329
128 3 10.0343967982 10.0343918176 6.6895942549
