# LAMMPS data file written by OVITO Basic 3.7.11
128 atoms
3 atom types
0.0 13.3791944929 xlo xhi
0.0 13.3791885051 ylo yhi
0.0 13.3791893613 zlo zhi
0.0 0.0 0.0 xy xz yz

Masses

1 26.981538  # Al
2 44.95591  # Sc
3 63.546  # Cu

Atoms  # atomic
1 1 3.344799164 13.3791847572 13.3791886883
2 1 3.344798603 3.3447984702 3.3447993611
3 1 13.3791931308 2.2615535895e-07 3.3447980361
4 1 13.3791939009 3.344797109 13.3791888281
5 1 10.0343977926 13.3791873941 13.3791886346
6 1 10.0343973983 3.344796547 3.3448013573
7 1 6.6895984274 1.9344256414e-08 3.3448001647
8 1 6.6895981949 3.3447988164 13.3791877708
9 1 3.3448001341 6.6895969913 1.7724823785e-07
10 1 3.3447986526 10.0343900571 3.3447949003
11 1 13.3791948717 6.6895936351 3.3447997019
12 1 2.6633165824e-06 10.0343913622 13.379189216
13 1 10.0343951783 6.6895930618 13.3791879713
14 1 10.0343968468 10.0343911182 3.3447984901
15 1 6.6895972429 6.6895939232 3.3447962867
16 1 6.6895960623 10.0343892686 13.3791879415
17 1 3.3447998813 6.3688704039e-07 6.6895954902
18 1 3.3447996425 3.3447968967 10.0343907413
19 1 13.3791932856 -2.4711619662e-07 10.0343910922
20 1 13.3791915799 3.3447975554 6.6895944469
21 1 10.0343954383 2.3611907625e-06 6.6895944883
22 1 10.0343966571 3.3447979657 10.0343891467
23 1 6.6895984725 13.3791875362 10.0343904058
24 1 6.689599348 3.3447953713 6.6895951822
25 1 3.3447981121 6.6895927084 6.6895935812
26 1 3.3448001064 10.0343912479 10.0343943263
27 1 13.3791934161 6.689593139 10.0343911099
28 1 13.379193829 10.0343899794 6.6895946381
29 1 10.0343987147 6.6895918333 6.6895952892
30 1 10.034396332 10.034390996 10.0343912619
31 1 6.6895989621 6.6895934366 10.0343934527
32 1 6.6895990069 10.0343926418 6.6895956682
33 2 1.672379919 5.0171973466 5.0172155751
34 2 1.6723872106 1.6724053548 5.017207961
35 2 1.6723782566 1.6723909044 1.6724004111
36 2 1.6723814357 5.0171950673 1.6724030432
37 2 5.017206552 5.0172023934 1.6723982377
38 2 5.0171972906 1.672396728 1.6724033855
39 2 5.0172033911 1.6723985999 5.0172165522
40 2 5.0172024493 5.0171967138 5.0172192929
41 2 8.3620034065 5.0172037896 5.0172115783
42 2 8.3620035741 1.6723916336 5.0172114293
43 2 8.3620075421 1.6723971366 1.6724072985
44 2 8.3620041074 5.0172072005 1.6723988604
45 2 11.7067976365 5.0171993236 1.6724063234
46 2 11.706804381 1.672392111 1.6724035612
47 2 11.7067957322 1.6724016424 5.0172045473
48 2 11.7068044587 5.0172033217 5.0172101148
49 2 1.6723896243 11.7067897776 5.0172055346
50 2 1.6723788277 8.3619833951 5.0172162098
51 2 1.6723854589 8.3619931487 1.6723981185
52 2 1.6723818614 11.7067975811 1.6723936716
53 2 5.0171952629 11.7067900912 1.6723985893
54 2 5.0172060669 8.3619880299 1.6723920684
55 2 5.0172059589 8.3619841044 5.0172169264
56 2 5.0172053597 11.7067967629 5.0172144537
57 2 8.3620056722 11.7067960673 5.0172153895
58 2 8.3620076017 8.3619849134 5.0172140252
59 2 8.3620060977 8.3619849208 1.6723960444
60 2 8.3620106043 11.7067877354 1.6723988162
61 2 11.7068028041 11.7067967242 1.672393052
62 2 11.7067936705 8.3619893262 1.6724013103
63 2 11.7067989644 8.3619803618 5.0172154207
64 2 11.7067915577 11.7067909382 5.0172073811
65 2 1.6723858863 5.0172034504 11.7067850829
66 2 1.6723855009 1.6723873319 11.7067888832
67 2 1.6723923759 1.6723971629 8.361982208
68 2 1.6723856538 5.0172028602 8.3619753644
69 2 5.017205018 5.0172009223 8.3619770485
70 2 5.0172008844 1.6723947643 8.3619800553
71 2 5.0171992833 1.6723938383 11.7067788877
